sofifa_id,short_name,overall,potential,value_eur,wage_eur,club_name,league_name,Year
186805,J. Montero,74,76,3700000,35000,Swansea City,English Premier League,2015
187043,S. Johansen,74,80,3300000,50000,Celtic,Scottish Premiership,2015
187702,O. El Kaddouri,74,79,3300000,35000,Torino F.C.,Italian Serie A,2015
187936,S. N'Zonzi,74,79,3800000,35000,Stoke City,English Premier League,2015
188044,Alan,74,77,4000000,60000,FC Red Bull Salzburg,Austrian Football Bundesliga,2015
188268,L. Acosta,74,75,3900000,45000,Club Atlético Lanús,Argentina Primera División,2015
188274,M. Yatabaré,74,74,3800000,60000,Trabzonspor,Turkish Süper Lig,2015
188388,R. Boudebouz,74,79,4000000,40000,SC Bastia,French Ligue 1,2015
188586,J. Flum,74,76,3300000,45000,Eintracht Frankfurt,German 1. Bundesliga,2015
188674,M. Pektemek,74,78,4200000,60000,Beşiktaş JK,Turkish Süper Lig,2015
188844,Marc Valiente,74,77,3200000,40000,Real Valladolid CF,Spanish Segunda División,2015
188992,M. Estigarribia,74,76,3900000,40000,Atalanta,Italian Serie A,2015
189117,R. Bürki,74,82,2900000,35000,Sport-Club Freiburg,German 1. Bundesliga,2015
189165,J. Shelvey,74,80,3300000,35000,Swansea City,English Premier League,2015
189357,C. Toselli,74,76,3600000,60000,Universidad Católica,Chilian Campeonato Nacional,2015
189703,T. Viúdez,74,77,3700000,15000,Kasimpaşa SK,Turkish Süper Lig,2015
189725,T. Cleverley,74,78,3700000,35000,Aston Villa,English Premier League,2015
189930,İ. Köybaşı,74,77,3200000,60000,Beşiktaş JK,Turkish Süper Lig,2015
190156,Rubén Pérez,74,79,3200000,35000,Torino F.C.,Italian Serie A,2015
192397,Rafael,74,78,3300000,50000,Napoli,Italian Serie A,2015
192445,D. Ginczek,74,77,3700000,35000,VfB Stuttgart,German 1. Bundesliga,2015
192671,Mario Rondón,74,74,3800000,45000,CD Nacional,Portuguese Liga ZON SAGRES,2015
192991,C. Tosun,74,80,3700000,60000,Beşiktaş JK,Turkish Süper Lig,2015
193158,D. Pröpper,74,78,3300000,45000,Vitesse,Holland Eredivisie,2015
193408,H. Seferović,74,81,3300000,30000,Eintracht Frankfurt,German 1. Bundesliga,2015
193426,M. Beister,74,79,3300000,35000,Hamburger SV,German 1. Bundesliga,2015
193475,P. Souaré,74,79,3200000,45000,LOSC Lille,French Ligue 1,2015
193786,F. Bardi,74,79,2600000,30000,Chievo Verona,Italian Serie A,2015
193886,D. Didavi,74,78,4000000,35000,VfB Stuttgart,German 1. Bundesliga,2015
194932,A. Townsend,74,82,2900000,40000,Tottenham Hotspur,English Premier League,2015
195671,C. Austin,74,77,4000000,35000,Queens Park Rangers,English Premier League,2015
197238,I. Baldé,74,78,4200000,35000,Kuban Krasnodar,Russian Premier League,2015
198006,J. Toornstra,74,77,4200000,60000,Feyenoord,Holland Eredivisie,2015
198118,J. Guilavogui,74,80,2700000,45000,VfL Wolfsburg,German 1. Bundesliga,2015
198198,Jordi Amat,74,80,2500000,30000,Swansea City,English Premier League,2015
198640,Z. Labyad,74,80,3300000,45000,Vitesse,Holland Eredivisie,2015
199354,Lucas Pérez,74,75,3800000,50000,Deportivo de La Coruña,Spain Primera Division,2015
199412,Sebá,74,77,2900000,30000,Estoril Praia,Portuguese Liga ZON SAGRES,2015
199487,Gálvez,74,76,3400000,35000,SV Werder Bremen,German 1. Bundesliga,2015
199626,André André,74,80,3100000,35000,Vitória de Guimarães,Portuguese Liga ZON SAGRES,2015
199779,A. Hoffmann,74,79,2500000,30000,Hannover 96,German 1. Bundesliga,2015
199914,Allan,74,77,2700000,35000,Udinese Calcio,Italian Serie A,2015
200278,S. García,74,77,3400000,35000,SV Werder Bremen,German 1. Bundesliga,2015
200754,T. Ciğerci,74,77,2900000,30000,Hertha BSC,German 1. Bundesliga,2015
200857,M. Leitner,74,80,2900000,30000,VfB Stuttgart,German 1. Bundesliga,2015
200984,Rafael Martins,74,76,3800000,35000,Levante Unión Deportiva,Spain Primera Division,2015
201122,T. Kalas,74,81,2500000,30000,1. FC Köln,German 1. Bundesliga,2015
201155,R. Morrison,74,84,3300000,30000,West Ham United,English Premier League,2015
201325,C. Tătăruşanu,74,74,3400000,50000,Fiorentina,Italian Serie A,2015
201377,J. Murillo,74,78,2500000,10000,Granada CF,Spain Primera Division,2015
201505,David López,74,78,3100000,45000,Napoli,Italian Serie A,2015
201858,N. Sansone,74,80,2900000,30000,U.S. Sassuolo Calcio,Italian Serie A,2015
201860,E. Bičakčić,74,78,3200000,35000,TSG Hoffenheim,German 1. Bundesliga,2015
201878,V. Eysseric,74,79,3300000,30000,OGC Nice,French Ligue 1,2015
201953,J. Sánchez Miño,74,80,3700000,35000,Torino F.C.,Italian Serie A,2015
201988,F. Fernández,74,79,3400000,35000,Swansea City,English Premier League,2015
202101,O. John,74,81,2900000,50000,SL Benfica,Portuguese Liga ZON SAGRES,2015
202651,Suso,74,83,2900000,35000,Liverpool,English Premier League,2015
203485,T. Kongolo,74,83,2500000,45000,Feyenoord,Holland Eredivisie,2015
203796,F. Gutiérrez,74,77,3300000,45000,FC Twente,Holland Eredivisie,2015
203863,L. Fariña,74,78,3700000,60000,Deportivo de La Coruña,Spain Primera Division,2015
204077,M. Niang,74,84,3100000,50000,AC Milan,Italian Serie A,2015
204210,F. Gardoş,74,78,3400000,35000,Southampton,English Premier League,2015
204311,K. Zouma,74,84,2300000,45000,Chelsea,English Premier League,2015
204738,R. Ibarra,74,77,3700000,50000,Vitesse,Holland Eredivisie,2015
204838,R. Jiménez,74,77,3700000,60000,Atlético de Madrid,Spain Primera Division,2015
205340,Marcelo,74,77,3200000,35000,Rio Ave FC,Portuguese Liga ZON SAGRES,2015
205452,A. Rüdiger,74,82,2500000,30000,VfB Stuttgart,German 1. Bundesliga,2015
205569,J. Ward-Prowse,74,85,2700000,25000,Southampton,English Premier League,2015
206413,T. Stepanenko,74,78,3100000,50000,Shakhtar Donetsk,Ukrainian Premier League,2015
206545,Manu Trigueros,74,80,2900000,30000,Villarreal CF,Spain Primera Division,2015
206590,Moi Gómez,74,82,2900000,25000,Villarreal CF,Spain Primera Division,2015
207431,Insua,74,79,2500000,45000,Deportivo de La Coruña,Spain Primera Division,2015
207715,N. López,74,83,2900000,30000,Hellas Verona,Italian Serie A,2015
208333,E. Can,74,83,2900000,35000,Liverpool,English Premier League,2015
208421,Saúl,74,82,2100000,45000,Atlético de Madrid,Spain Primera Division,2015
208670,H. Ziyech,74,82,3300000,45000,FC Twente,Holland Eredivisie,2015
208714,D. Grigore,74,74,3200000,40000,Toulouse Football Club,French Ligue 1,2015
208722,S. Mané,74,80,2900000,30000,Southampton,English Premier League,2015
208777,Óliver Torres,74,85,2700000,50000,FC Porto,Portuguese Liga ZON SAGRES,2015
208808,Q. Promes,74,79,3300000,50000,Spartak Moskva,Russian Premier League,2015
209297,Fred,74,83,3300000,50000,Shakhtar Donetsk,Ukrainian Premier League,2015
209610,J. Vázquez,74,75,3300000,40000,Club León,Mexican Liga MX,2015
210896,M. Sanson,74,77,2700000,25000,Montpellier Hérault SC,French Ligue 1,2015
210930,Carles Gil,74,83,2900000,40000,Valencia CF,Spain Primera Division,2015
210950,P. De Blasis,74,75,4300000,45000,1. FSV Mainz 05,German 1. Bundesliga,2015
211022,Rubén García,74,81,2900000,25000,Levante Unión Deportiva,Spain Primera Division,2015
211267,A. Centurión,74,81,2900000,50000,Racing Club,Argentina Primera División,2015
211688,Gayà,74,82,2300000,35000,Valencia CF,Spain Primera Division,2015
212541,L. Vangioni,74,76,3200000,60000,River Plate,Argentina Primera División,2015
214207,F. Pardo,74,78,3700000,50000,SC Braga,Portuguese Liga ZON SAGRES,2015
214763,P. Goltz,74,74,2700000,50000,Club América,Mexican Liga MX,2015
215051,L. López,74,80,3200000,50000,SL Benfica,Portuguese Liga ZON SAGRES,2015
215108,J. Buffarini,74,77,3400000,50000,San Lorenzo de Almagro,Argentina Primera División,2015
215333,D. Zapata,74,80,3700000,50000,Napoli,Italian Serie A,2015
215399,Rúben Vezo,74,81,2500000,35000,Valencia CF,Spain Primera Division,2015
215716,A. Mitrović,74,85,3100000,50000,RSC Anderlecht,Belgian Jupiler Pro League,2015
216749,Carlos Mané,74,82,3300000,50000,Sporting CP,Portuguese Liga ZON SAGRES,2015
219411,J. Izquierdo,74,78,2900000,50000,Club Brugge KV,Belgian Jupiler Pro League,2015
220295,E. Valencia,74,75,4000000,40000,West Ham United,English Premier League,2015
225359,C. Budescu,74,78,,,,,2015
18115,Rúben Fernandes,73,73,2200000,40000,Estoril Praia,Portuguese Liga ZON SAGRES,2015
49674,I. de Camargo,73,73,2200000,60000,Standard de Liège,Belgian Jupiler Pro League,2015
134820,S. Brown,73,73,2300000,50000,Celtic,Scottish Premiership,2015
152536,B. Johnson,73,74,2700000,40000,Norwich City,English League Championship,2015
153062,V. Figueroa,73,73,2400000,50000,Newell's Old Boys,Argentina Primera División,2015
155976,C. Adam,73,73,2500000,45000,Stoke City,English Premier League,2015
156433,A. Talavera,73,73,2200000,50000,Deportivo Toluca,Mexican Liga MX,2015
157665,S. Dann,73,74,2300000,45000,Crystal Palace,English Premier League,2015
157804,S. Carson,73,73,2500000,45000,Wigan Athletic,English League Championship,2015
161663,S. Viera,73,73,2200000,50000,Junior FC,Colombian Liga Postobón,2015
161938,M. Boselli,73,73,2600000,40000,Club León,Mexican Liga MX,2015
163301,J. Orozco,73,73,2500000,50000,CF Monterrey,Mexican Liga MX,2015
163303,G. Whelan,73,73,2100000,35000,Stoke City,English Premier League,2015
165536,G. Cabral,73,73,2200000,40000,RC Celta de Vigo,Spain Primera Division,2015
166074,Bébé,73,76,2700000,60000,SL Benfica,Portuguese Liga ZON SAGRES,2015
169600,D. Simpson,73,74,2300000,45000,Leicester City,English Premier League,2015
169710,L. Bridcutt,73,78,2300000,35000,Sunderland,English Premier League,2015
169808,U. Emanuelson,73,73,2200000,60000,Roma,Italian Serie A,2015
170719,D. Buonanotte,73,76,3100000,50000,Pachuca,Mexican Liga MX,2015
171146,R. M'Bohli,73,73,2500000,20000,Philadelphia Union,USA Major League Soccer,2015
173030,Ó. Trejo,73,75,2800000,40000,Toulouse Football Club,French Ligue 1,2015
173521,Marcano,73,73,2200000,60000,FC Porto,Portuguese Liga ZON SAGRES,2015
173546,J. Tomkins,73,77,2400000,35000,West Ham United,English Premier League,2015
175092,M. Figueroa,73,73,1600000,35000,Hull City,English Premier League,2015
175895,V. Odjidja-Ofoe,73,76,2800000,35000,Norwich City,English League Championship,2015
177525,N. Dirar,73,73,2500000,40000,AS Monaco,French Ligue 1,2015
178051,L. Deaux,73,76,2300000,35000,FC Nantes,French Ligue 1,2015
178091,S. Okaka Chuka,73,78,2900000,35000,U.C. Sampdoria,Italian Serie A,2015
178255,R. Donk,73,73,2200000,20000,Kasimpaşa SK,Turkish Süper Lig,2015
178567,E. Pieters,73,75,2400000,35000,Stoke City,English Premier League,2015
179765,E. Vecchio,73,76,3000000,60000,Colo-Colo,Chilian Campeonato Nacional,2015
182207,D. Stockdale,73,73,2500000,45000,Brighton & Hove Albion,English League Championship,2015
182859,W. Gargano,73,73,2300000,45000,Napoli,Italian Serie A,2015
183129,C. Clark,73,76,2300000,35000,Aston Villa,English Premier League,2015
183422,J. Howson,73,76,2800000,40000,Norwich City,English League Championship,2015
184089,M. Carcela-Gonzalez,73,76,2700000,50000,Standard de Liège,Belgian Jupiler Pro League,2015
184133,Castro,73,75,2800000,20000,Kasimpaşa SK,Turkish Süper Lig,2015
184255,K. Sigþórsson,73,76,2900000,60000,Ajax,Holland Eredivisie,2015
184457,R. van Wolfswinkel,73,77,3000000,50000,AS Saint-Étienne,French Ligue 1,2015
184763,Y. Thuram,73,76,2500000,60000,Standard de Liège,Belgian Jupiler Pro League,2015
186197,G. Kakuta,73,76,2400000,35000,Rayo Vallecano,Spain Primera Division,2015
186274,K. Rausch,73,77,2300000,35000,VfB Stuttgart,German 1. Bundesliga,2015
186347,M. Rybus,73,77,2700000,35000,Terek Grozny,Russian Premier League,2015
186519,Juan Cala,73,76,2300000,35000,Cardiff City,English League Championship,2015
186672,G. Cameron,73,73,2200000,40000,Stoke City,English Premier League,2015
186982,A. Büttner,73,77,2400000,45000,Dinamo Moscow,Russian Premier League,2015
187858,P. Mpoku,73,80,2100000,50000,Standard de Liège,Belgian Jupiler Pro League,2015
188271,F. Ayité,73,76,2800000,35000,SC Bastia,French Ligue 1,2015
188289,E. Rivière,73,76,2900000,35000,Newcastle United,English Premier League,2015
189059,J. Livermore,73,79,2700000,35000,Hull City,English Premier League,2015
189157,Y. Bolasie,73,77,2800000,35000,Crystal Palace,English Premier League,2015
189172,Fidel,73,75,2700000,35000,Córdoba CF,Spain Primera Division,2015
189303,Nélson Oliveira,73,80,2400000,50000,SL Benfica,Portuguese Liga ZON SAGRES,2015
189388,D. Diekmeier,73,77,2300000,35000,Hamburger SV,German 1. Bundesliga,2015
189462,J. Hoilett,73,78,2700000,35000,Queens Park Rangers,English Premier League,2015
190113,F. Günok,73,79,2500000,50000,Fenerbahçe SK,Turkish Süper Lig,2015
190243,M. Hitz,73,76,2600000,40000,FC Augsburg,German 1. Bundesliga,2015
190507,Etxeita,73,76,2500000,40000,Athletic Club de Bilbao,Spain Primera Division,2015
190557,G. Zusi,73,73,2700000,45000,Sporting Kansas City,USA Major League Soccer,2015
190560,O. Gonzalez,73,77,2400000,50000,LA Galaxy,USA Major League Soccer,2015
190772,M. Besler,73,76,2300000,40000,Sporting Kansas City,USA Major League Soccer,2015
190875,J. Kucka,73,74,2700000,60000,Genoa,Italian Serie A,2015
191173,A. Bedoya,73,75,2900000,45000,FC Nantes,French Ligue 1,2015
191488,L. Orbán,73,78,2400000,45000,Valencia CF,Spain Primera Division,2015
191566,Park Joo Ho,73,75,2300000,40000,1. FSV Mainz 05,German 1. Bundesliga,2015
191655,Kim Seung Gyu,73,77,2100000,45000,Ulsan Hyundai FC,Korean K League 1,2015
192087,G. Schennikov,73,79,2100000,50000,PFC CSKA Moscow,Russian Premier League,2015
192342,E. Cardona,73,78,2400000,50000,Atlético Nacional,Colombian Liga Postobón,2015
192350,J. Aquino,73,79,2700000,35000,Rayo Vallecano,Spain Primera Division,2015
192476,Fontàs,73,77,2300000,35000,RC Celta de Vigo,Spain Primera Division,2015
192557,M. Plattenhardt,73,78,1800000,30000,Hertha BSC,German 1. Bundesliga,2015
192732,E. Prib,73,77,2700000,35000,Hannover 96,German 1. Bundesliga,2015
192778,I. Mboyo,73,74,2900000,60000,KRC Genk,Belgian Jupiler Pro League,2015
192838,E. Schelotto,73,78,2800000,35000,Chievo Verona,Italian Serie A,2015
192938,Y. Ngbakoto,73,80,2400000,30000,FC Metz,French Ligue 1,2015
193198,N. Gudelj,73,77,2100000,30000,AZ Alkmaar,Holland Eredivisie,2015
194017,A. Weimann,73,78,2400000,35000,Aston Villa,English Premier League,2015
194089,C. Moritz,73,76,2700000,35000,1. FSV Mainz 05,German 1. Bundesliga,2015
194728,I. Belfodil,73,80,2400000,30000,Parma,Italian Serie A,2015
194885,C. Erbes,73,77,2700000,50000,Boca Juniors,Argentina Primera División,2015
195363,J. Bruma,73,79,1800000,50000,PSV,Holland Eredivisie,2015
196948,O. García,73,73,2300000,30000,Houston Dynamo,USA Major League Soccer,2015
197681,G. Imbula,73,80,1700000,50000,Olympique de Marseille,French Ligue 1,2015
197756,J. Ayew,73,78,2400000,35000,FC Lorient,French Ligue 1,2015
197786,G. Donati,73,76,2300000,45000,Bayer 04 Leverkusen,German 1. Bundesliga,2015
198331,M. Vydra,73,78,2400000,30000,Watford,English League Championship,2015
198489,J. McClean,73,77,2800000,35000,Wigan Athletic,English League Championship,2015
198635,Wellington Silva,73,79,2100000,30000,Unión Deportiva Almería,Spain Primera Division,2015
198719,N. Redmond,73,80,2100000,25000,Norwich City,English League Championship,2015
199005,M. Ryan,73,79,1900000,50000,Club Brugge KV,Belgian Jupiler Pro League,2015
199110,L. Muriel,73,81,2700000,35000,Udinese Calcio,Italian Serie A,2015
199169,K. Mokotjo,73,79,2400000,45000,FC Twente,Holland Eredivisie,2015
199569,E. Torres,73,78,2400000,30000,Chivas USA,USA Major League Soccer,2015
199633,M. Lowton,73,76,2400000,35000,Aston Villa,English Premier League,2015
199652,D. Praet,73,82,2100000,45000,RSC Anderlecht,Belgian Jupiler Pro League,2015
199776,L. Caldirola,73,80,2100000,35000,SV Werder Bremen,German 1. Bundesliga,2015
199845,F. Acerbi,73,77,2400000,35000,U.S. Sassuolo Calcio,Italian Serie A,2015
200054,Pedro Obiang,73,83,2100000,30000,U.C. Sampdoria,Italian Serie A,2015
200108,N. Boilesen,73,79,1800000,50000,Ajax,Holland Eredivisie,2015
200155,H. Vanaken,73,81,2400000,30000,Sporting Lokeren,Belgian Jupiler Pro League,2015
200316,T. Horn,73,82,1900000,30000,1. FC Köln,German 1. Bundesliga,2015
201215,L. Krejčí,73,79,,,,,2015
201509,Juan Carlos,73,80,2700000,15000,Granada CF,Spain Primera Division,2015
201995,Felipe Anderson,73,81,2100000,45000,Lazio,Italian Serie A,2015
202115,M. Ostrzolek,73,75,2300000,35000,Hamburger SV,German 1. Bundesliga,2015
202316,T. Chandler,73,77,2300000,35000,Eintracht Frankfurt,German 1. Bundesliga,2015
202335,E. Dier,73,82,1800000,35000,Tottenham Hotspur,English Premier League,2015
202849,J. Vestergaard,73,78,1800000,30000,TSG Hoffenheim,German 1. Bundesliga,2015
203574,J. Stones,73,83,1800000,25000,Everton,English Premier League,2015
203843,D. Suárez,73,77,2500000,40000,Elche CF,Spain Primera Division,2015
203864,B. Zuculini,73,83,2100000,40000,Valencia CF,Spain Primera Division,2015
204050,S. Vergini,73,76,2400000,35000,Sunderland,English Premier League,2015
204163,J. Okore,73,82,1800000,30000,Aston Villa,English Premier League,2015
204276,T. Hemed,73,77,2900000,45000,Unión Deportiva Almería,Spain Primera Division,2015
204366,J. Locadia,73,83,2400000,50000,PSV,Holland Eredivisie,2015
204690,P. Hosiner,73,76,3000000,35000,Stade Rennais FC,French Ligue 1,2015
204737,Salvador Agra,73,79,2400000,45000,SC Braga,Portuguese Liga ZON SAGRES,2015
205083,F. Fajr,73,76,3000000,35000,Elche CF,Spain Primera Division,2015
205114,T. Inui,73,77,2800000,40000,Eintracht Frankfurt,German 1. Bundesliga,2015
205185,Ilori,73,81,1800000,40000,FC Girondins de Bordeaux,French Ligue 1,2015
205193,K. Rekik,73,83,1600000,45000,PSV,Holland Eredivisie,2015
205407,D. Baselli,73,83,2100000,30000,Atalanta,Italian Serie A,2015
205409,S. Sosa,73,73,2400000,60000,Vélez Sarsfield,Argentina Primera División,2015
205923,B. Davies,73,79,1800000,40000,Tottenham Hotspur,English Premier League,2015
206225,D. Cheryshev,73,80,2400000,35000,Villarreal CF,Spain Primera Division,2015
207441,L. Vietto,73,85,2400000,30000,Villarreal CF,Spain Primera Division,2015
207472,G. Sakai,73,78,2100000,35000,VfB Stuttgart,German 1. Bundesliga,2015
207707,Marçal,73,77,2400000,35000,CD Nacional,Portuguese Liga ZON SAGRES,2015
207920,E. Durm,73,82,1800000,50000,Borussia Dortmund,German 1. Bundesliga,2015
207993,S. Kolašinac,73,80,1800000,50000,FC Schalke 04,German 1. Bundesliga,2015
208418,Y. Ferreira Carrasco,73,78,2100000,30000,AS Monaco,French Ligue 1,2015
209658,L. Goretzka,73,85,2000000,45000,FC Schalke 04,German 1. Bundesliga,2015
210008,A. Rabiot,73,83,2000000,45000,Paris Saint-Germain,French Ligue 1,2015
210281,C. Pellerano,73,73,1300000,30000,Club Tijuana,Mexican Liga MX,2015
210324,J. Hofmann,73,78,2100000,30000,1. FSV Mainz 05,German 1. Bundesliga,2015
212183,Nacho,73,74,2400000,35000,Rayo Vallecano,Spain Primera Division,2015
212225,E. Roco,73,79,1800000,30000,Elche CF,Spain Primera Division,2015
212814,João Mário,73,83,2100000,50000,Sporting CP,Portuguese Liga ZON SAGRES,2015
215292,M. Cauteruccio,73,74,2900000,60000,San Lorenzo de Almagro,Argentina Primera División,2015
215330,J. Correa,73,79,2000000,45000,Estudiantes de La Plata,Argentina Primera División,2015
216055,F. Carrizo,73,78,2400000,50000,Boca Juniors,Argentina Primera División,2015
216393,Y. Tielemans,73,88,1900000,30000,RSC Anderlecht,Belgian Jupiler Pro League,2015
219181,Pedro Tiba,73,76,2800000,45000,SC Braga,Portuguese Liga ZON SAGRES,2015
139860,J. Morel,72,72,1800000,30000,Olympique de Marseille,French Ligue 1,2015
142762,J. Bottinelli,72,72,2000000,20000,Club León,Mexican Liga MX,2015
146963,J. Pinola,72,72,1600000,20000,1. FC Nürnberg,German 2. Bundesliga,2015
148212,A. Rebrov,72,72,2400000,30000,Spartak Moskva,Russian Premier League,2015
149064,C. Molinaro,72,72,1800000,20000,Torino F.C.,Italian Serie A,2015
150106,A. Papadopoulos,72,72,2000000,30000,Trabzonspor,Turkish Süper Lig,2015
152916,R. Sambueza,72,72,2100000,30000,Club América,Mexican Liga MX,2015
153060,J. Insaurralde,72,72,2000000,35000,Spartak Moskva,Russian Premier League,2015
155355,Lee Chung Yong,72,75,2800000,20000,Bolton Wanderers,English League Championship,2015
159080,C. Bryson,72,72,2700000,25000,Derby County,English League Championship,2015
162047,Zapater,72,72,1900000,25000,FC Lokomotiv Moscow,Russian Premier League,2015
163186,G. Gillet,72,72,2100000,20000,SC Bastia,French Ligue 1,2015
163264,T. Heaton,72,72,2500000,25000,Burnley,English Premier League,2015
163828,A. Le Fondre,72,73,2900000,25000,Cardiff City,English League Championship,2015
164459,S. Larsson,72,72,2300000,20000,Sunderland,English Premier League,2015
164464,B. Wright-Phillips,72,72,2600000,30000,New York Red Bulls,USA Major League Soccer,2015
164559,C. Wondolowski,72,72,2200000,20000,San Jose Earthquakes,USA Major League Soccer,2015
164853,A. Federici,72,72,2600000,20000,Reading,English League Championship,2015
164878,L. Refaelov,72,72,2800000,40000,Club Brugge KV,Belgian Jupiler Pro League,2015
165191,C. Jerome,72,73,2900000,30000,Norwich City,English League Championship,2015
167524,J. Torres Nilo,72,73,2500000,25000,Tigres U.A.N.L.,Mexican Liga MX,2015
168621,Zeca,72,76,2800000,30000,Panathinaikos FC,Greek Super League,2015
169214,S. Sinclair,72,76,2800000,35000,Manchester City,English Premier League,2015
169317,T. Elyounoussi,72,76,2800000,25000,TSG Hoffenheim,German 1. Bundesliga,2015
169426,Barragán,72,75,2300000,30000,Valencia CF,Spain Primera Division,2015
169586,F. Campbell,72,73,3100000,30000,Crystal Palace,English Premier League,2015
169938,Hugo Vieira,72,75,3000000,20000,Torpedo Moscow,Russian Premier League,2015
170084,W. Hennessey,72,75,2400000,25000,Crystal Palace,English Premier League,2015
170923,A. Eschenko,72,72,1800000,20000,Kuban Krasnodar,Russian Premier League,2015
171378,P. Aguilar,72,72,2200000,40000,Club América,Mexican Liga MX,2015
172425,S. Bamba,72,72,2000000,20000,Palermo,Italian Serie A,2015
176930,M. Díaz,72,75,2700000,35000,FC Basel 1893,Swiss Super League,2015
177279,R. Jenssen,72,76,2400000,25000,1. FC Kaiserslautern,German 2. Bundesliga,2015
177482,M. Coutadeur,72,72,2500000,25000,FC Lorient,French Ligue 1,2015
178031,P. Baysse,72,76,2500000,30000,AS Saint-Étienne,French Ligue 1,2015
178363,J. Placide,72,75,2600000,25000,Stade de Reims,French Ligue 1,2015
178415,R. Vormer,72,74,2800000,40000,Club Brugge KV,Belgian Jupiler Pro League,2015
178584,A. Pearce,72,74,2400000,20000,Reading,English League Championship,2015
178616,Adrián González,72,75,2400000,25000,Elche CF,Spain Primera Division,2015
179565,M. Gavranović,72,77,2900000,35000,FC Zürich,Swiss Super League,2015
179665,A. Pilkington,72,74,2800000,25000,Cardiff City,English League Championship,2015
180255,C. Brüls,72,72,2800000,20000,Stade Rennais FC,French Ligue 1,2015
181205,A. Hloušek,72,76,2800000,20000,VfB Stuttgart,German 1. Bundesliga,2015
181573,O. Akhmedov,72,76,2400000,25000,FC Krasnodar,Russian Premier League,2015
182941,P. Aguilar,72,73,2300000,35000,Club América,Mexican Liga MX,2015
183220,J. Morávek,72,76,2700000,20000,FC Augsburg,German 1. Bundesliga,2015
183346,F. Frei,72,76,2800000,30000,FC Basel 1893,Swiss Super League,2015
183712,S. Mölders,72,72,2600000,20000,FC Augsburg,German 1. Bundesliga,2015
184271,Y. Sankharé,72,76,2200000,20000,En Avant de Guingamp,French Ligue 1,2015
184703,L. Montes,72,72,2500000,25000,Club León,Mexican Liga MX,2015
184749,D. Gosling,72,77,2700000,20000,AFC Bournemouth,English League Championship,2015
184890,C. Chávez,72,72,2800000,35000,Unión Española,Chilian Campeonato Nacional,2015
185195,O. Ighalo,72,76,3000000,20000,Watford,English League Championship,2015
185405,D. Kuciak,72,72,2600000,30000,Legia Warszawa,Polish T-Mobile Ekstraklasa,2015
185427,Ø. Nyland,72,75,2100000,30000,Molde FK,Norwegian Eliteserien,2015
186345,K. Trippier,72,78,2100000,20000,Burnley,English Premier League,2015
186556,Dentinho,72,76,3000000,35000,Shakhtar Donetsk,Ukrainian Premier League,2015
186598,K. Naughton,72,77,2400000,25000,Tottenham Hotspur,English Premier League,2015
186941,R. Wolf,72,76,2600000,25000,SV Werder Bremen,German 1. Bundesliga,2015
187042,A. Konradsen,72,77,2000000,20000,Stade Rennais FC,French Ligue 1,2015
188768,S. Die,72,72,1900000,30000,FC Basel 1893,Swiss Super League,2015
189234,M. Risse,72,77,2700000,20000,1. FC Köln,German 1. Bundesliga,2015
189280,A. Westwood,72,78,2200000,20000,Aston Villa,English Premier League,2015
189296,E. Berisha,72,77,2500000,25000,Lazio,Italian Serie A,2015
189508,Victor Vazquez,72,73,2900000,40000,Club Brugge KV,Belgian Jupiler Pro League,2015
189586,Dani Hernández,72,72,2500000,25000,Real Valladolid CF,Spanish Segunda División,2015
189680,Fábio,72,77,2100000,20000,Cardiff City,English League Championship,2015
189715,M. Vejinović,72,75,2700000,25000,Vitesse,Holland Eredivisie,2015
189885,C. Noone,72,75,2800000,25000,Cardiff City,English League Championship,2015
190059,S. Zuber,72,78,2100000,20000,TSG Hoffenheim,German 1. Bundesliga,2015
190143,José Ángel,72,78,2300000,30000,FC Porto,Portuguese Liga ZON SAGRES,2015
190471,B. Parker,72,72,2800000,40000,Kaizer Chiefs,South African Premier Division,2015
190577,S. Blanco,72,75,3100000,25000,West Bromwich Albion,English Premier League,2015
190607,C. Quintero,72,74,3100000,25000,Santos Laguna,Mexican Liga MX,2015
190653,I. Brizuela,72,75,2700000,35000,Deportivo Toluca,Mexican Liga MX,2015
190671,M. Frantz,72,73,2200000,25000,Sport-Club Freiburg,German 1. Bundesliga,2015
190761,T. Arslan,72,78,2400000,20000,Hamburger SV,German 1. Bundesliga,2015
190868,K. Théophile-Catherine,72,75,2300000,25000,AS Saint-Étienne,French Ligue 1,2015
191055,Dídac,72,78,2400000,20000,SD Eibar,Spain Primera Division,2015
191089,C. Wickham,72,83,2400000,20000,Sunderland,English Premier League,2015
192012,D. Reyes,72,82,1800000,30000,FC Porto,Portuguese Liga ZON SAGRES,2015
192073,A. Bertolacci,72,78,2400000,25000,Genoa,Italian Serie A,2015
192371,F. Rinaudo,72,75,2200000,25000,Catania,Italian Serie B,2015
192528,Steven Vitória,72,75,2300000,35000,SL Benfica,Portuguese Liga ZON SAGRES,2015
192641,K. Vogt,72,76,1700000,20000,1. FC Köln,German 1. Bundesliga,2015
192789,Mario Gaspar,72,77,2100000,20000,Villarreal CF,Spain Primera Division,2015
192955,M. Klich,72,76,2700000,25000,VfL Wolfsburg,German 1. Bundesliga,2015
193057,C. Benschop,72,76,2900000,20000,Fortuna Düsseldorf,German 2. Bundesliga,2015
